Filename,Prompt,Language,Score Level,original_essay,corrected_essay
1634726.txt,P4,ARA,medium,"It s beleived that most advertisements make products seem much better than they really are. I stongly agree with this statement and that for different reasons. the issues of this essay is to provide some important arguments to defend my opinion.

   to begin with, the development of advertising technics are so great that  can give exagerated idea about the product. In deed, the performance of the picture quality for instance can make anyone focusing on the beauty of the product instead of it s quality and sometimes it can hide some drawbacks of the product. for example, the advertising used for product like viagra are very strong  for men who have some problems, but using this product for a long time has some side effect that are not showed clearly in the advertising.

  another argument is that  some advertisements completly mislead their customers because of competition. for example, in order to try a new product, some compagny are ready to pay any prices  and they can even add some incorrect information about their products.

to sum up, most advertisements make products seem much better than they really are not only  



","It s believed that most advertisements make products seem much better than they really are. I strongly agree with this statement and for different reasons. the issues of this essay are to provide some important arguments to defend my opinion. to begin with, the development of advertising techniques is so great that it can give an exaggerated idea about the product. In deed, the performance of the picture quality for instance can make anyone focus on the beauty of the product instead of it s quality and sometimes it can hide some drawbacks of the product. for example, the advertising used for products like viagra is very strong for men who have some problems, but using this product for a long time has some side effects that are not shown clearly in the advertising. another argument is that some advertisements completely mislead their customers because of competition. for example, in order to try a new product, some companies are ready to pay any prices and they can even add some incorrect information about their products. to sum up, most advertisements make products seem much better than they really are not only"
441517.txt,P3,JPN,medium,"I disagree with the statement. It seems to me that those who hold this kind of opinion limit the meaning of ""helping their communities"" to activities that a traditional local community used to require of their members, helping neighbors, clearing away the roads with them, participating in the local festival, for example. However, since changes in society and life style made traditional comunities almost disappear, it is now difficult for almost all people, not only for younger generation, to be helpful to others in the traditional ways. This might seem a lack of interest in people other than one's own family and friends, but this is in fact not the case. People still feel the need to help others, and have begun to do so in a way different from that which was common in the traditional community. For example, instead of talking with their neighbors or relatives to solve the problem they have, they use internet to communicate with others who live in a distant area but share the same problem. This helps the vexed people more effectively than the traditional neiborhood community did. Another example is the growth of communities of those who share the same hobby, cooking, photographs, travelling and so on. They also work as the substitution for the traditional local communities and provide people with the oppotunity of making friends of different status and different age. Perhaps the most important instance of people helping others is the existence of many volunteers in the time of earthquake, flood and other disasters. There is, I think, no need to mention that many young people participate in these new kinds of activity of helping others. 
","I disagree with the statement. It seems to me that those who hold this kind of opinion limit the meaning of ""helping their communities"" to activities that a traditional local community used to require of their members, helping neighbors, clearing away the roads with them, participating in the local festival, for example. However, since changes in society and lifestyle have made traditional communities almost disappear, it is now difficult for almost all people, not only the younger generation, to be helpful to others in the traditional ways. This might seem a lack of interest in people other than one's own family and friends, but this is in fact not the case. People still feel the need to help others, and have begun to do so in a way different from that which was common in the traditional community. For example, instead of talking with their neighbors or relatives to solve the problem they have, they use the internet to communicate with others who live in a distant area but share the same problem. This helps vexed people more effectively than the traditional neighbourhood community did. Another example is the growth of communities of those who share the same hobby, cooking, photography, travelling and so on. They also work as a substitute for the traditional local communities and provide people with the opportunity of making friends of different status and different age. Perhaps the most important instance of people helping others is the existence of many volunteers in times of earthquake, flood and other disasters. There is, I think, no need to mention that many young people participate in these new kinds of activities of helping others. "
69510.txt,P8,ITA,medium,"In my opinion, I think that a person has to take some risks to reach a new position: doing this, it has the possibility to reach a new level of wellness, that could be reached only by courageous people. On the other hand, when a person try new things, is not shure that what is doing is going to be the right choice, and in many cases he fails and, sometime, he losts everything he have already reached with fatigue. 
I think that a person have to go on and, maybe, could became important, famous or rich, only taking risks: if someone choose to continue doing what he already know how to do well, certainly will not make mistake or big error, but it will rest a common person for all the life, asking himself what could happened him if he had choice the more difficult way.  
A latin poet of the third century b.c. said that everyone has to pass several problems and difficulties that we find in our (short) life to have the possibility (not the shureness) to reach our right way and our happyness. If we do not this we'll be forever a common person.
In my opinion, we have to try new things and to take risks, because our life is really short, and if we do not try this we'll live forever with the doubt that maybe we had the possibility to become someone important. Doing this, even if we become not an important person, we'll be in peace with our ownself, and we'll not have the doubt that maybe we had the opportunity to change our position and also our life. 
So, concluding, I think is better make mistakes and lose everything we have, but, in every case, try to reach what we dream. 
","In my opinion, I think that a person has to take some risks to reach a new position: doing this, it has the possibility to reach a new level of wellness, that can be reached only by courageous people. On the other hand, when a person tries new things, it is not sure that what he is doing is going to be the right choice, and in many cases he fails and, sometimes, he loses everything he has already reached with fatigue. I think that a person has to go on and, maybe, could become important, famous or rich, only taking risks: if someone chooses to continue doing what he already knows how to do well, certainly will not make a mistake or big error, but it will rest on the common person for all his life, asking himself what could happen to him if he had chosen the more difficult way. A latin poet of the third century b. c. said that everyone has to face several problems and difficulties that we find in our (short) life to have the possibility (not the shureness) to reach our right way and our happiness. If we do not do this we'll be forever a common person. In my opinion, we have to try new things and to take risks, because our life is really short, and if we do not try this we'll live forever with the doubt that maybe we had the possibility to become someone important. Doing this, even if we become not an important person, we'll be in peace with our ownselves, and we'll not have the doubt that maybe we had the opportunity to change our position and also our life. So, concluding, I think it is better to make mistakes and lose everything we have, but, in every case, try to reach what we dream of. "
652314.txt,P2,JPN,medium," These days, there are lot of exsitding place around  here and there 
for young people such as ammusument parks or playing some 
sports. But at the same time , there are lot of amazing place for 
older people. therefore I do not agree this statment. I have two 
reasons for it.
  First, I think it is much different that the point which young people 
likes and  the point which older likes. for example, for young people,
they really like to go skiing ,but for older people it does not matter.
It means,they do not feel attraction about that. On the other hand, 
for older people like to go to the place there are  hotspring. But for 
young people, there is no value to go there.In my opinion, now they are equall.
 Second, it is natural that older people has more money than young 
peolpe does. Therefore older people can spend mucc money for 
their fun even if they cannot have enough time to go somewhere 
because of their children. They can buy their favorite DVDs,and
enjoy by watching them at home.
  Lastly, even though they cannot go outside whenever they want to
go because they are mother at house, they have more time to do 
their  favorite things rather than young people who has to go to 
school everyday. therefore I think older people can enjoy their life 
more freely than young people do.
","These days, there are a lot of existing places around here and there for young people such as amusement parks or playing some sports. But at the same time , there are a lot of amazing places for older people. therefore I do not agree with this statement. I have two reasons for this. First, I think it is much different to the point which young people like and the point which older people like. for example, for young people, they really like to go skiing ,but for older people it does not matter. That means,they do not feel attraction to that. On the other hand, for older people like to go to places where there are hot springs. But for young people, there is no value in going there. In my opinion, now they are equal. Second, it is natural that older people have more money than young people do. Therefore older people can spend money on their fun even if they cannot have enough time to go somewhere because of their children. They can buy their favorite DVDs,and enjoy them by watching them at home. Lastly, even though they cannot go outside whenever they want to go because they are mothers at home, they have more time to do their favourite things than young people who have to go to school everyday. therefore I think older people can enjoy their life more freely than young people do. "
805867.txt,P4,ITA,medium,"Nowadays many advertisements make products seem much better than they really are. I agree with this statement for many reasons. I could say that in the world of business the most important characteristic is the honesty, so if a company makes an advertisement that makes a product seem much better than they really is this company will probably loose a lot of customers. I think that this consequence that I`ve explained is a risck for every companies.
         After stating that loosing a lot of clients are a risck for a company, in other words I can say that if this company doesn`t change the advertisement it will surely loose all tha customers and failed in the end. I think that nowadays a company must make  large efforts to survive and the most important effort is to improve the honesty of the advertisement to make the products seem like they really are. For example, I recently take a new car that seems a wonderful car in the advertisement. Initially this car doesn`t make noise and doesn`t make problem to me but after a mounth it begins to stop more often and it begins to have a lot of problems. Furthermore I have to spend more money to adjust this car than the money that I spend to buy it. The company that give me the car has lose a customer and  also customer`s friend. In any experience of mine I would wish that first of all the companies or the person are honest.
          Concluding among all the possible facts the most important aspect in every business is the honesty. As a matter of fact all the companies shold make an effort to improve the advertisement of their products .     
","Nowadays many advertisements make products seem much better than they really are. I agree with this statement for many reasons. I could say that in the world of business the most important characteristic is honesty, so if a company makes an advertisement that makes a product seem much better than it really is this company will probably lose a lot of customers. I think that this consequence that I ` ve explained is a risk for all companies. After stating that losing a lot of clients is a risk for a company, in other words I can say that if this company doesn`t change the advertisement it will surely lose all the customers and failin the end. I think that nowadays a company must make large efforts to survive and the most important effort is to improve the honesty of the advertisement to make the products seem like they really are. For example, I recently got a new car that seems like a wonderful car in the advertisement. Initially this car doesn`t make noise and doesn ` t cause problems for me but after a month it begins to stop more often and it begins to have a lot of problems. Furthermore I have to spend more money to adjust to this car than the money that I spend to buy it. The company that gave me the car has lost a customer and also a customer ` s friend. In any experience of mine I would wish that first of all the companies or the person are honest. Concluding from all the possible facts the most important aspect in every business ishonesty. As a matter of fact all companies should make an effort to improve the advertisement of their products . "
665664.txt,P5,ZHO,medium,"     I agree that in twenty years there will be fewer cars in use than there are today. In my opions, we can use internet to do many thing, there is more convinent to travel around, and in the city, you can use bus or subway to go to anyplace you want.
     First of all, we can use internet to do many things. For instance, people in the feature will work at home and use internet to do their job. Students don't go to school anymore, because they use internet to complete the group discussing, or find something about the assignment from teacher who teaches them through internet. 
      In addition, there is more convenient to travel around by taking trains or airplane. The train or airplane will be improve. For example, the price of the train and airplane will be very low, is anyone wants to drive by hisself  or her self? taking the train or airplane is the more effecion than driving your own car.
       Finally, in the city, you can use bus or subway to go to anyplace you want. If you own a car, you will pay huge tax about the car, and drive it out foe few times. It is waste money.the money sould be use in other better way. Futhermore, in japan, they usually go to the train station by riding bicyle, it is very convient less pollusion, and good for healthy.
        In summary, we can ous internet to do many things. Moreove, there is more convenient to travel around by taking train to airplane. Finally, you can go to anyplace by taking bus or subwar. There is trhree important reasons to support that I agree with  in twenty years will be fewer cars in use than there are today. There is only one earth, we should take care of it throu 
","I agree that in twenty years there will be fewer cars in use than there are today. In my opinion, we can use the internet to do many things, It is more convenient to travel around, and in the city, you can use buses or subway to go to anyplace you want. First of all, we can use the internet to do many things. For instance, people in the feature will work at home and use the internet to do their job. Students don't go to school anymore, because they use the internet to complete the group discussion, or find something about the assignment from a teacher who teaches them through the internet. In addition, it is more convenient to travel around by train or airplane. The train or airplane will be improved. For example, the price of the train and airplane will be very low, Does anyone want to drive by himself or herself or herself? taking the train or airplane is more efficient than driving your own car. Finally, in the city, you can use a bus or subway to go to anyplace you want. If you own a car, you will pay huge taxes on the car, and drive it out a few times. It was a waste of money. the money should be used in other better ways. Furthermore, in japan, they usually go to the train station by bicycle, it is very convenient less polluting , and good for your health. In summary, we can use the internet to do many things. Moreover, it is more convenient to travel around by train than by airplane. Finally, you can go to anyplace by bus or subway. There are three important reasons to support that I agree with in twenty years there will be fewer cars in use than there are today. There is only one earth, we should take care of it through"
109578.txt,P6,FRA,medium,"	Travelling is must commun in our century. The best way to travel is in a group led by a tour guide.
	Travelling in a group is important  for people who are visiting a new place or country for their first time. for example, when you take a vacation and decide to visit a country for your first time, it will be better to travel in a group. Morever, as you you to visit many places, it will be fine in a group led by a tour guide. for instance , in Los Angeles, there are many people who came to visit in a group some time led by a tour guide.
	However, some people do not thing that the best way to travel is a group led by a tour guide. In my country ( CAMEROON ),
usually in our culture, people do not like to travel in a group and they do not want to be help by a guide. For example, last year, my parents decided for their vacation to travel to CAP VERDE in south Africa. There were group trip but they did not want to travel whit them
because they think it's better to find a place by yourself.
	Thus, in my opinion, I deem that it is the best way to travel in a group led by a tour guide.Because in that way you get a free guide and a chance to visit many places easily 

","Travelling is a must in our century. The best way to travel is in a group led by a tour guide. Travelling in a group is important for people who are visiting a new place or country for their first time. for example, when you take a vacation and decide to visit a country for the first time, it will be better to travel in a group. Moreover, as you you visit many places, it will be fine in a group led by a tour guide. for instance , in Los Angeles, there are many people who come to visit in a group some time led by a tour guide. However, some people do not think that the best way to travel is a group led by a tour guide. In my country ( CAMEROON ), usually in our culture, people do not like to travel in a group and they do not want to be helped by a guide. For example, last year, my parents decided for their vacation to travel to CAP VERDE in south Africa. There were group trips but they did not want to travel with them because they think it's better to find a place by yourself. Thus, in my opinion, I deem that it is the best way to travel in a group led by a tour guide. Because in that way you get a free guide and a chance to visit many places easily"
1850177.txt,P2,TEL,medium,"	young people are enjoying ther life more than their parents and their grand parents. these is mainly because of the new technologies existed at this time. The development in the way of living, getting good name with in the short perod of time, living in good hygenic cinditions, improved transportation helped the young generations to live comfortable. I agree that younger generations are enjoying more compare to that of older generations.

	In the recent days there was greater improment in variety of fields. one example is improvement in the information technology. This improvement helped the younger generations to get good jobs and higher salary. Due to this they live in good apartment, have a car and live comfortable. Second example is improvement in the medical care. In olden days people had to suffer a lot due to lack of good docters and hospitals. They may die without knowing which disease caused him the death. In contrast improved hospitals having good docters and equipments caused the people lesser to suffer with the diseases. In olden days there were no televisions and internet.People, who are skilled could get good name with in less time with help of the mass media like television and internet. Scientists can discuss with other scientists and can invent new things which help the younger generations.

	Improved transportation facility also made the younger generation to enjoy a lot. In olden days it would take long time for journey. Improvement in the aviation caused the people to go to the faraway place with in less time. It is hardly to believe that people can round the earth.Improvement in the space technology also helps the new generations to go and have a walk in the space. 

	In summing up, young people are enjoying more when compared to the older generations.

","young people are enjoying their life more than their parents and their grand parents. This is mainly because of the new technologies that existed at this time. The development in the way of living, getting good name with in the short period of time, living in good hygenic conditions, improved transportation helped the young generations to live comfortably. I agree that younger generations are enjoying more compared to that of older generations. In recent days there has been greater impact in a variety of fields. one example is improvement in information technology. This improvement helped the younger generations to get good jobs and higher salaries. Due to this they live in good apartments , have a car and live comfortably. The second example is improvement in medical care. In the olden days people had to suffer a lot due to lack of good doctors and hospitals. They may die without knowing which disease caused them the death. In contrast improved hospitals having good doctors and equipment caused the people to suffer less with the diseases. In the olden days there were no televisions and the internet. People, who are skilled could get good names in less time with the help of the mass media like television and the internet. Scientists can discuss with other scientists and can invent new things which help the younger generations. Improved transportation facilities also made the younger generation enjoy themselves a lot. In the olden days it would take a long time for a journey. Improvement in aviation caused people to go to faraway places in less time. It is hard to believe that people can round the earth. Improvement in space technology also helps the new generations to go and have a walk in space. In summing up, young people are enjoying themselves more when compared to the older generations. "
232900.txt,P3,TUR,medium,"there are a lot of responsibilities on the young peoples shoulders.  they are trying to discover themselves, discover their abilities, their place in the communuty eventually draw their own path. I believe eventhough i spend most of my time for studying, i give time to helping my community. is it enough? I think this statement is both true and not true for different reasons.

it is true in a way that we don't do our best. we can spend a lot more time to make our city a better place. we can take part actively in regualtions. also we can spend more time with the elderly. we can do this by carefully planiong our spare times. but usually we choose to relax and be with our friends whan we have time. one of the reasons for tghis is that nowadays people do not need each other like they did before. almost everything in out lives can be done with professionals. because of this people less intefere to eachpothers lifes.

on the other hand its true that we are doing what ever we can. even studying not to be a useless person is helping to the communuty. I do not have time but when I see my neighbours I ask them If they need something. I am living in a flat and my neighbours are two old sisters. I ask to them if they need anything when I am going to the market or example. If something is going on in front of my eyes  i do not close my eyes, i interfere and help. If I am not aware what can i do about it?  

I think this sentence is both tur and not true from different views. It is true that young people might be little bit isolated from community and  because of this they are nto helping much. but  youngs, especially students are busy with studying and developing  themselves and should not be balmed for not giving enough time. it is communuties responsiblity to create the occasions for sharing and helping.
","there are a lot of responsibilities on the young people's shoulders. they are trying to discover themselves, discover their abilities, their place in the community eventually drawing their own path. I believe eventhough i spend most of my timestudying, i give time to helping my community. is it enough? I think this statement is both true and not true for different reasons. it is true in a way that we don't do our best. we can spend a lot more time making our city a better place. we can take part actively in activities. Also, we can spend more time with the elderly. we can do this by carefully planning our spare time. but usually we choose to relax and be with our friends when we have time. one of the reasons for this is that nowadays people do not need each other like they did before. almost everything in our lives can be done with professionals. because of this people less interfere in each other's lives. on the other hand its true that we are doing whatwe can. even studying not to be a useless person is helping to the community. I do not have time but when I see my neighbours I ask them If they need anything. I live in a flat and my neighbours are two old sisters. I ask them if they need anything when I am going to the market or for example. If something is going on in front of my eyes i do not close my eyes, i interfere and help. If I am not aware of what can i do about it? I think this sentence is both true and not true from different views. It is true that young people might be a little bit isolated from the community and because of this they are not helping much. but young  people, especially students are busy with studying and developing themselves and should not be worried about not giving enough time. it is a communitarian responsibility to create the occasions for sharing and helping. "
1315961.txt,P2,SPA,medium,"I do not agree with the this statement because younger and older people have different ways to enjoy life. Life is not about age whether is a young person or an older person, but instaed about symbolism of joy is a way of enlightment and reach happines.  
Younger people might think or have the idea that they are only ones to enjoy life, but at what cost. Older people instaed, have the treasure of wisdom among knowleg , with a convination of lots of experince, they have the mature and most important quality, patience.
I have seeing older people enjoying life more then yunger people, but also, comes to a cost of good health. I have see many older people that enjoy life as if they have the hearth of a twenty year old person.  To me, life enjoiment is long term learning experience that bring individuals to understand the meaning of enjoyment of life. 
When one is young, one can think that they have the energy to impose them selves to the world that they are indestructible and this might bring to a short end of life.  A few years ago, I was talking to an old friend, he told me one important thing that marked my life for good: ""the diable is not smart because is the diable, is because the diable is old""; is like the young or old wine, or like the age of the wiesky, whats it is better an 8 year old wiesky or an 24 year of aged in a barril, I would go for the 24 year old aged in a barril.
For many things, as children one learn patience by trying to create something maybe a small plaster figure or a carbing on wood, but as learning, it takes time to develop and to evolbe. this is why it does takes time to go trough school first in kindergarten, then into elementary following to middle school, and high school and later college where education teach us that for anything to mature, it does takes time. And because of I beleive that one needs to mature some how and reach and state of aging and would enjoy life as everyday should be, a joyful development.
Because of this many observations, I beleive that younger people would need time to evolbe and reach maturity to be able to enjoy life in a more passionate way.
","I do not agree with this statement because younger and older people have different ways to enjoy life. Life is not about age whether it is a young person or an older person, but instead about the symbolism of joy is a way of enlightening and bringing happiness. Younger people might think or have the idea that they are the only ones to enjoy life, but at what cost. Older people have the treasure of wisdom among knowledge, with a conviction of lots of experience, they have the mature and most important quality, patience. I have seen older people enjoying life more then younger people, but also, comes to a cost of good health. I have seen many older people that enjoy life as if they have the hearth of a twenty year old person. To me, life enjoyment is a long term learning experience that brings individuals to understand the meaning of enjoyment of life. When one is young, one can think that they have the energy to impose them selves on the world that they are indestructible and this might bring to a short end of life. A few years ago, I was talking to an old friend, he told me one important thing that marked my life for good: ""the diable is not smart because it is the diable, it is because the diable is old""; it is like the young or old wine, or like the age of the wiesky, what is it better an 8-year - old wiesky or a 24-year - old aged in a barril, I would go for the 24-year - old aged in a barril. For many things, as children one learns patience by trying to create something maybe a small plaster figure or a carvingon wood, but as one learns , it takes time to develop and to evolve. this is why it does take time to go through school first in kindergarten, then into elementary following to middle school, and high school and later college where education teaches us that for anything to mature, it does taketime. And because I believe that one needs to mature some how and reach and state of aging and would enjoy life as everyday should be, a joyful development. Because of these many observations, I believe that younger people would need time to evolve and reach maturity to be able to enjoy life in a more passionate way. "
1247584.txt,P5,TEL,medium,"I completely agree with the statement ""In twenty years there will be fewer cars in use than there are today"" because the fact that people like to enjoy more comforts and  the improment  thing is that the  technology is increasing enoromously in the day to day life which can make more nu. 

I support the statement  because of the following considerations which i have taken into consideration. The first consideration is that man wants to enjoy comforts and is one of my mojor considerations. It is because  the bikes cannot support the driver in all the case  , that is in the rainny seacon , winter season. and the driver wants a him which could help him to take him in any atmoshperic condition. this is the first a person wants to have a car. And the second reason is that  it would be more safer than bikes because he can keep the temperature of his car according to his will  and his comfort while the person riding a bike cannot do. And  the other reason I would to support my statement is that the cost of the car. The cost of the cars have been decrease now a days because of the growth in the technology. Now a days the car makers are improving their technology so that the car would of least expenditure, so that there would be more people to by their car. If we compare the number of the cars present 20 years ago and the cars present now we can see that the number of cars have deen increased , wide variety of cars are now pr4esent in the market and also the feature the the car should have is also improved a lot. Also the lowest cost of the car in these 20 years have been decreased to a major extent.

So I totally support the above statement and I can say conformly that the rising technology will give the future a better car and also for the cheaper rate so that more people can enjoy the comfort.

","I completely agree with the statement ""In twenty years there will be fewer cars in use than there are today"" because the fact that people like to enjoy more comforts and the improvement thing is that technology is increasing exponentially in everyday life which can make more nu. I support the statement because of the following considerations which i have taken into consideration. The first consideration is that man wants to enjoy comforts and is one of my major considerations. It is because the bikes cannot support the driver in all cases, that is in the rainy season. and the driver wants him which could help him to take him in any atmoshperic condition. this is the first time a person wants to have a car. And the second reason is that it would be safer than bikes because he can keep the temperature of his car according to his will and his comfort while the person riding a bike cannot. And the other reason I would support my statement is the cost of the car. The cost of cars has decreased now a days because of the growth in technology. Now a days, car makers are improving their technology so that the car will of least expenditure, so that there will be more people to buy their car. If we compare the number of cars present 20 years ago and the cars present now we can see that the number of cars hasincreased , a wide variety of cars are now present on the market and also the features the car should have has also improved a lot. Also the lowest cost of the car in these 20 years has been decreased to a major extent. So I totally support the above statement and I can say conformingly that the rising technology will give the future a better car and also for a cheaper rate so that more people can enjoy the comfort. "
1149373.txt,P5,TEL,medium,"Car has became a part of life in the modern life .car is very much essential today to do the things in the right time.I disagree with the given statement that ""in twenty years there will be fewer cars in use  than there are today"".

       In the  olden days man used to travel from place to another by walking .the invention of the wheel chaged the evolution greatly.
after the invention of wheel man introduced many new vechicles for transportation.he initially used bullock carts,tongas which were pulled by animals .
   In the later life  he introduced bicycle ,which served him in travelling later he introduced motor cycle inorder to reach quickly with less effort,inthis process man thought for luxirious way of travelling and he started to introduced vechicles run by fuel.he designed some of them for transportation of goods ,and some for human,such as trucks ,buses respectively.

And he later thought about the luxory and privacy ,then brought the cars .cars were luxirious means of transportation in the earlier.
but it is  a compulsory now .this change had occured because of globalisation and neccesities.
 in the intial stages there very less number of cars  ,people used  to see it very intrestingly.but now days in the developed countries many are having more than one car.

    The main problem with the cars is they create alot of traffic problems and also pollution. for this reason many  governments are trying to decrease cars by demanding for more tax, parkingamounts.
 
 But  pepole are ready to pay that because they very much edicted to it. the  question is that there will be less cars with in 20 years than now but ithink it will not happen.the people possessing cars will not throw them out.
There will be many technologies come which will reduce pollution
already some are using cars run by solar power.
The other reason is that popullation is increasing day -day.

And  iconclude from the above reasons that after twenty years the number of will not be decreased instead the go on increase.","Cars have become a part of life in modern life . The car is very much essential today to do the things on time. I disagree with the given statement that ""in twenty years there will be fewer cars in use than there are today"". In the olden days man used to travel from place to another by walking . the invention of the wheel changed the evolution greatly. after the invention of the wheel man introduced many new vehicles for transportation. he initially used bullock carts,tongas which were pulled by animals . In later life he introduced bicycles ,which served him well for travelling later he introduced motor cycles inorder to reach quickly with less effort,inthis process man thought of a luxurious way of travelling and he started to introduce vehicles running onfuel. he designed some of them for transportation of goods ,and some for humans,such as trucks and buses. And he later thought about the luxuries and privacy ,then brought the cars . cars were luxurious means of transportation in the early days. but it is compulsory now . this change has occurred because of globalisation and necessities. in the initial stages there were very fewcars ,people used to see it very intently. but nowadays in the developed countries many people have more than one car. The main problem with cars is they create alot of traffic problems and also pollution. for this reason many governments are trying to decrease cars by demanding more taxes  and parking fees. But people are ready to pay for that because they very much desire it. the question is that there will be fewer cars in 20 years than now but ithink it will not happen. people possessing cars will not throw them out. There will be many technologies which will reduce pollution. Some are already using cars that run on solar power. The other reason is that the population is increasing day -day. And including from the above reasons that after twenty years the number of will not be decreased instead the go on increase. "
1879085.txt,P2,ZHO,medium,"I do agree that young people enjoy life more than olders do.
Youngs are young,they have time to do what they like.They may go to a dance hall every night shareing a wonderful time with their friend,or sleep for an entire day just because it's comfortable.
Youngs are unexperienced,so they can try everything that they fell exciting.They may climb trees and hills,travell across rivers and oceans to experience the glory of the naturl.They may easily take bills that take all the money,for they got a idea to try a new thing,and then they think it's worthy.
Youngs are confident,they will do every thing that  they want to do.They may just have a little company  with a little money,and then try their best to made it gloomy.They may also get crazy in they dreams,to be a painter,dancer,engineer or many other careers.
Youngs are never to young,if they want ,they can do anything.No matter how  others are considering their behaviors and how astonishing thier behaviors are,once deiced to do that,they will never stop.
Youngs are free,they have not too much to think of.They do not have to worry about how much money they still have,or how they get rid of the next poor days,or climbing in the rain may cause illness instead of appriciating the great natual.
So i think young people enjoys life better than the older people.Youns are belongs to theirselves,they can do anything they like,they can choose any life style they want to          
","I do agree that young people enjoy life more than old people do. Young people are young,they have time to do what they like. They may go to a dance hall every night to share a wonderful time with their friends,or sleep for an entire day just because it's comfortable. Young people are inexperienced,so they can try everything that they feel exciting. They may climb trees and hills, travel across rivers and oceans to experience the glory of nature. They may easily take bills that take all the money, because they got an idea to try a new thing,and then they think it's worthwhile. Young people are confident,they will do every thing that they want to do. They may just have a little company with a little money,and then try their best to make it gloomy. They may also get crazy in their dreams,to be a painter,dancer,engineer or many other careers. Young people are never too young,if they want ,they can do anything. No matter how others are considering their behaviors and how astonishing their behaviors are,once decided to do that,they will never stop. Young people are free,they have not too much to think of. They do not have to worry about how much money they still have,or how they get rid of the next poor days,or climbing in the rain may cause illness instead of appreciating the great natural. So i think young people enjoy life better than older people. Youns belong to themselves,they can do anything they like,they can choose any life style they want to"
263612.txt,P7,KOR,medium,"  Through my experience, I can say that this statement is right. Take a math for example, during my high school days, I had to answer lots of questions. A math teacher explained the concepts first, and then made us answer questions. If I could understand the concepts, it was not difficult to answer the questions. So when I studied other subjects such as a chemistry and physics etc. I applied same method, that is, understanding the concepst, first.  
  Here is another example. In terms of parenting, especially money related, I think good parents is not the person who can give big money to their children but teach how can make money. You might think this is a different story, but it is related to the topic, I think. All parents want their children to be succeed and rich. But ther are to types of parents. One is just tell their children how they made money, and instructs to do something to make money wihout explaning  what it is the concepts behind facts. Another type wants to explain what is impotant and more eccential. They know that facts will change, yet if you can understand the concepts behind the facts, you can improvise to any circumstances. 
  Many young people inherit big money from thier parents, yet for those reason I mentioned above, lots of people don't maintain their wealth.
  Things is always changing, and I think along with the changing surrounding the facts can be chaged.
  
","Through my experience, I can say that this statement is right. Take math for example, during my high school days, I had to answer lots of questions. A math teacher explained the concepts first, and then made us answer questions. If I could understand the concepts, it was not difficult to answer the questions. So when I studied other subjects such as chemistry and physics etc. I applied the same method, that is, understanding the concepst, first. Here is another example. In terms of parenting, especially money related, I think good parents are not the people who can give big money to their children but teach them how to make money. You might think this is a different story, but it is related to the topic, I think. All parents want their children to be successful and rich. But there are types of parents. One just tells their children how they made money, and instructs them to do something to make money without explaining what the concepts behind the facts are. Another type wants to explain what is important and more important. They know that facts will change, yet if you can understand the concepts behind the facts, you can improvise to any circumstances. Many young people inherit big money from their parents, yet for those reasons I mentioned above, lots of people don't maintain their wealth. Things are always changing, and I think along with the changing surroundings the facts can be changed. "
