essay_id,topic,context,sentence,label
1758531.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Yeh , it is more important for students to understand ideas and concepts than it is for them to learn facts, because it will help them to have a grip on the concept. Studying the concept with out any idea will not develop the knowledge of the student, the student's knowledge develops only when he thinks about the topic. How did he/she get that thinking? once if they are having some grasp or idea on the topic. The student knowledge will develop based on their understanding capability and also their thinking capacity. I am agreeing with the concept because I have had practical experience once up on a time. Two students in my class attended an exam full of practice.","I am explaining the practice module of both of the students, one student had got a text book and memorised through out the day without any breakage and also without any idea.",0
1069313.txt,Young people nowadays do not give enough time to helping their communities.,"In the mean time, the world's most centered problem is about world peace. Palestine, Irak, Afghanistan are some countries where guilt and war can be found. These wars happening in our world can be an effect from the cause of imaturity and irresponsibility young people nowadays are having towards the perspectives of their cultures,societies and themselves. In the old days, education was one of the important needs people might consider.",That is because of the great enthusiasm young people might have towards accomplishing their responsibilities.,0
788990.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I agree that successful people try new things and take risks rather than only doing what they already know how to do well. It is interesting to observe successful people, they always try to invent new things, invest in new businesses, practise different sports, help their children to improve their lives by placing them in excellent schools, universities, making their children to practise sports, learn different languages and in that way they are going to continue being successful and perhaps their children continue with them hand to hand in their journey and by doing these they feel even more successful. For a successful person there is always a challenge, a risk that has to be taken in order to continue his or her legacy, interesting or not that is the way they keep it up in order to gain, win and have success, and feel they are aboveeveryone. We have to remember that these people have already won and that perhaps, they think, that they have nothing to lose by trying new things, and by taking new risks, that is why they continue being on top of the world by their positive attitude and their challenging ideas. We also have to remember that eventhough they are successful they can also make mistakes and lose everything they have accomplished throughout their lives. but it is in their attitude, especially a positive attitude that makes them recover eventhough going against all odds and eventhough they do not recover from one, two events they will take this new challenge again,and risk.","We have to think that we are all successful people because we are, we are healthy, we have a job, we know a different language which gives us different and more challenging opportunities that in the end are going to help us even more in order to help others to be successful as well.",0
1361722.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,I agree that it is more important for students to understand ideas and concepts than it is for them to learn facts since it offers lots of advantages to students.,"Among the divers reasons I support this opinion, there are two reasons.",0
386425.txt,Young people enjoy life more than older people do.,"Enjoyment in life is very subjective. What one person enjoys doing in life , the other person might think to be boring and uninteresting.","However, young people have a larger scope to enjoy their lives than older people and hence i agree with the statement that'Young people enjoy life more than older people do' Age is always associated with ailments.",0
26388.txt,Young people enjoy life more than older people do.,"I disagree with the statement that young people enjoy life more than older people do. I do not think it is true because there are many reasons i think that older people enjoy their life more. The first reason why i do not disagree with that statement is that it depends on what personality the people have. there are young people who do not really like to do anything and just be alone. I do not think they are really enjoying their life. On the other hand, there are some old people who really like to go out and hang out with their friends. my host mother is an example of an old person who enjoys her life even more than me. she is in her 60s now and she loves to go out with her friends and go shopping. when she does not have work to do she always makes an appointment with her friends to do something. she never likes to be home all day doing nothing.",The second reason is that there are lots of things that allow old people to do but not for young people.,0
758953.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"No, i disagree, that it is better to have broad knowledge of many academic subjects than to specialize in one subject Specialization is highly preferred according to me because knowledge is like anocean. What ever we learn will be a drop in the ocean,so it is impossible to pursue in many acedamics. The better way is to take a single subject. We can observe some sort of grip and confidence in people who specialize. They can even go deeper and study for further research and gain name and fame in less time. They can also share that knowledge with the younger generation in a better way because of their high confidence levels in the subject. After finishing their studies, it will be easier for a specialised person to choose his path. He will be preferred to others by companies because company people think that he can do work better in that particular field. He gets the skills of innovation , works hard ,and tries to concentrate on his subject. since he is free to choose the subject of interest he will pursue with zeal and eagerness. He will be more clear about his future plans. There was a saying that"" jack of all,master of none"". this surely happens if someone enters into too many academic institutions. the main reason people forget one if they learn another. if a person enters many fields there is a chance of confusion and they end up in a mess. researchers also conveyed that people concentrating on different subjects can not gain anything. the more you go the less you will learn. according tomy opinion it is better to master a single subject than to make all the stuff included in the brain. by this he understands his aim and works to achievegoals.",he will get good fame.,0
1165565.txt,The best way to travel is in a group led by a tour guide.,"The answer to this statement depends on personal life experience and different cultural background. Some people agree with travelling in a group meanwhile others have a negative attitude. However, in my part, I prefer to make my trip alone rather than in a group as my inclination. Among countless reasons , there are two conspicuous aspects as follows.",The main reason why I disagree with the statement is that it is not helpful for cultural exchange.,0
562974.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I disagreen that successful people try new things and take risks rather than only doing what they already know how to do well. There are three opinions in my mind to talk about why i disagree with this statement. At the beginning of the statement, I think one of the important reasons that people can be successful is because successful people have already done this thing as they are successful ,they use more time than other people , they continue their work all day , not give it up,so they are successful. It is not too easy to be successful for every successful person. Second, successful people do the same as other people.","They just have more experiences than other people , At this time, they would have many experiencesto fair when they do this thing but nobody knows it.",0
1956445.txt,Young people nowadays do not give enough time to helping their communities.,"Young people nowadays do not give enough time to helping their communities. I agree with this statement because everyone now only cares about himself and does not think of others , others represent their communities. Everyone has a community to live in ,but do not give it enough time to help. What is your community like? Your community is representing you.","If you do not give your community a time to help you, you do not even help yourself.",0
130222.txt,Young people nowadays do not give enough time to helping their communities.,"Nowadays more and more young people don't care about their livingcommunities. They spend a lot of time on their studies in school or in a cream school. Even if they have free time they may use it for their entertainmentactivities, like going shopping with friends or family. Although there are still some young people who have paid some attention to their communities, it is my belief that they don't give enough time to help their communities. The first reason that causes young people ton't n't devote more time to their communities is the high competitive pressure in the education system. Their parents wish their child could get good grades in different subjects that cause them to need to attend different courses. Even in the day time from school, they need to take some courses in the cram school to do some supplements.","In addition, while they have free time after the hard work in their studies.",0
1073024.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"Creativity and innovation is an ongoing concern of the business entities. Recent activities such as new programs which aim to encourage people to use their creativity in the projects. Trying alternatives and gaining new perspectives will be efficient in reducing the risk of failing by progressing the potential to produce a solution to problems. Steady knowledge is important to maintain the status quo so that the person does not take risks in order to change the situation. Initially, people who are supervising a project have to see the situation from many aspects. The way it is to be achieved is directly correlated with how much they are experienced. the only way of increasing the experience is to try new alternatives and take risks to create a new solution. Making observations can not be as efficient as applying them and gaining experience. In addition, in daily life, people face new people and new situations which are not identical to each other. In any unwanted case, all of the previous knowledge can be helpful to some extent. if it is considered as a problem with many unknowns, changing any unknown will directly affect the result. As in our immune system, our body will respond to the invading pathogens more powerfully in subsequent exposures than the first one. Besides these, human beings can sometimes be on pursuit of new tastes in order to renew their lives and refresh their souls. life consisting of eating and sleeping is not worth living so how many years you lived can not be as important as how you lived.",People who are afraid of taking risks to add up their lives in fact do not want to violate their identities.,0
1282586.txt,Most advertisements make products seem much better than they really are.,"Advertisements have been known for a long time. Some historians say it began during the Roman emperor's time. It has been used since then in different regions and cultures. However, It is used today for different purposes in different places. The advertisements could be on TV, radio, or printed forms. Mostly it is posted by companies or business people to sell their items or services. As a result, all advertisements will make the product or service appear in the best form or situation. In my opinion, Almost all advertisements make products much better than they are in reality. These days, companies and businesses compete with each other to sell their products to more customers. They use the advertisements as an essential way to reveal the product to the customer and try to convince him about their product. They try so hard to show the best features of the product or the services that they have. Alternatively, they know the negative parts of their product or services, but they never say these parts unless they ask clearly to do so. For instance, there are advertisements for fitness equipment on TV that appear all day almost on every channel. These ads talk about the product as if it will help you with all your fitness needs. In the ad they mention the ease of using the equipment and how light it is. Furthermore, they say it does not require you to work hard and it will save you time. All of these claims are not true at all. Its clear in this ad that they are trying to say some thing that the customer wants to hear.",so that he or she will buy it based on what they think about the product not about what the product provides.,0
733.txt,The best way to travel is in a group led by a tour guide.,"Travelling is usually considered as good recreation by many people, as many people love travelling for different reasons. To make travelling enjoyable and pleasant it is always best to have some company and probably a person who can guide you about the place. So i agree with the statement that it is best to travel in a group led by a tour guide because it offers a lot more advantages than travelling alone, First let us consider this.",If you are travelling alone and suddenly you feel sick because the food of the place or the climate of the place has not suited you.,0
1120670.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Everyone learns a lot of facts in life. Humans learn the whole life and are always improving ways to get a larger knowledge. While studying everyone should decide about the level of deepness about a certain academic subject. The knowledge could be useful, but a lot of times it happens that it doesn't have any purposes in real life. For some academics it is important to learn a huge amount of knowledge and it is easier for them to get an overview of information while making a decision. These people need jobs with tasks like combining different aspects for a certain problem. For instance, a manager who has to check out all kinds of consequences for a problem. A basis for this is to have broad knowledge to find the best solution to the problem. Another example could be a doctor who cares for general sicknesses.",He has to know about several looks of diseases to offer a quick help in a proper way.,0
332776.txt,Most advertisements make products seem much better than they really are.,"Today, an advertisement for a certain product, almost as important as the quality attributes that the product actually has.","Although, advertisements have an important effect on the perception of the quality level of a product, I do not agree that advertisements are capable of making products seem much better than they really are.",0
1120670.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Everyone learns a lot of facts in life. Humans learn the whole life and are always improving ways to get a larger knowledge. While studying everyone should decide about the level of deepness about a certain academic subject. The knowledge could be useful, but a lot of times it happens that it doesn't have any purposes in real life. For some academics it is important to learn a huge amount of knowledge and it is easier for them to get an overview of information while making a decision. These people need jobs with tasks like combining different aspects for a certain problem. For instance, a manager who has to check out all kinds of consequences for a problem. A basis for this is to have broad knowledge to find the best solution to the problem. Another example could be a doctor who cares for general sicknesses. He has to know about several looks of diseases to offer a quick help in a proper way. Sometimes it is also important to have a specialist on a certain subject who is able to solve the problem faster than someone who has just an general idea of the subject.","For instance, a doctor in a hospital which is specialised in cancer.",0
1134094.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"The discussion about the success of people according to the risk level of their doings should be split into two parts. On the one hand are people, who try new things and take risks to fulfil their goal. On the other hand are people, who do what they already know to do well. Such two different types of handling with risk will reach the final success. People have different kinds of meanings about their own ability to take risks. If I think about such differences, I will talk about two friends of mine. The one boy is about 35 years old.",He reached one of the best school examinations with a grade of 1.,0
572567.txt,"In twenty years, there will be fewer cars in use than there are today.",The issue stated by the topic is whether or not in twenty years there will be fewer cars than today. I believe that it is impossible to have fewer cars than today.,"One reason i believe that there will not be fewer cars is because to have a car means to be indipendent, and who does not want to be indipendent ? i mean that in a normal family everyone wants to have a car, for instance a car is necessary for the husband to go to work, another car is necessary for the wife to go either to work and goshopping, and we cannot forget sons or daughters.",0
114142.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree that students should understand the ideas and concepts better than spending time learning facts. I believe that human civilization has come to the zenith of technology not because of learning the facts, but by understanding the ideas and concepts. There have been advancements in many areas. If humans spent all their time on facts, our lives could have ended in understanding the history of our earlier generation. And we could not have seen progress.",There could have been no progress in science.,0
236714.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"My teacher always gives us facts and information. It's difficult to learn and understand. Once, i asked him about his way of teaching and i gave him my opinion about explaining the ideas to understand them. He thanked me and changed his teaching methods. I agree that it is more important for students to understand ideas and concepts. My reasons are listed below. First of all, understanding ideas helps students to expand their knowledge.","If the student gets only the facts without understanding, he will forget this fact fast with any useful.",0
91268.txt,Most advertisements make products seem much better than they really are.,"Advertisements are increasingly present in our everyday life, in several supports and in several ways. To wonder if advertisements make products seem better than they really are could be seen as a nonsense question, because precisely the aim of an ad is to make a product unacceptable. That is why I agree with this statement.",Advertisements are made to give people the will to buy the product.,0
351204.txt,The best way to travel is in a group led by a tour guide.,"Have you been to any other countries? I have been to Europe and America,Now I am in America. Some people say the best way to travel is in a group led by a tour suicide, but I disagree with that. The first reason is that we have to go with other people who we do not like. This is a big deal ,such as when I went to the Europ, the guy who was very old, brought a Denjang which smelledbad, and he ate this in the restaurant when the bread came out. The other native people cover their nose with their hand, and I feel bad because They will Think the Koreans are bad.",Another reason is that other people can feel bad about us.,0
1042567.txt,Young people nowadays do not give enough time to helping their communities.,"These days, young people do not give enough time to helping their communities. yes i agree with this.",because the main point is they have no interest in helping others.,0
1599863.txt,The best way to travel is in a group led by a tour guide.,"As the touring company is more popular recently, the students in the school, some communities and some groups of families go on trips with a tour guide. I agree with the passage, ""The best way to travel is in a group led by a tour guide"" I will give the following two reasons why a trip with a tour guide is the best way. First, tourists can deepen their knowledge of the place where they trip by the tour guide. Most tourists are not familiar with the place; they don't know about the language people speak and the history, what manner and behaviour people respect and so on.","Therefore, tourists are necessary to inform tourists what interesting there is ; as a result, they have fun in the place.",0
198874.txt,"In twenty years, there will be fewer cars in use than there are today.","Will there be fewer cars in use than today in twenty years. At the same time cars bringing people convenient lives and more goods, they cause pollution to the environment and great traffic problems. Nowadays, governments are doing their best to limit the number of cars, scientists are trying their best to invent new kinds of traffic tools and the public have begun to know the importance of protecting the environment. Therefore I believe that there will be fewer cars in use in 20 years. First, governments should ask for higher taxes for buying cars, and this will make fewer people have the eagerness to have a car. Providing more public transport tools is necessary for governments as well. In addition, convenient traffic lines and fine road conditions are also important elements. Imagine that one can get his goal place quickly and conveniently by a kind of public traffic tool, who else would like to have his own car with a high price of oil and high tax? Scientists have something to do as well, however, they are trying hard now. In the next 20 years, scientists are supposed to invent more kinds of traffic tools.","Now in Shanghai China, we have Cixuanfu rail train which has strong power and is produced with sophisticated technique.",0
1084860.txt,"In twenty years, there will be fewer cars in use than there are today.","The statement contents that in twenty years the number of cars in use will decline. I do not agree with the claim. According to me, the number of cars will continue to increase though there might be a change in the technology which they use. As the population continues to grow, so do the needs. And the car is emerging as a basic need of the world today. Technological advances have made the dream of a common man, to own a personal car, true. The rates of the car have never been so low, and this sharp decline in prices will continue as technology progresses. This would further encourage their sales in the near future, as more and more people will be able to afford one. In earlier times, cars were meant only for the main members of the family, the earning heads. While today, even children and other family members use cars for their personal needs.","Moreover, nowadays, two-seater sedans are in vogue.",0
1203295.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"In my opinion, I admit that some people like to have broad knowledge rather than specialized knowledge, but I rather like to have specialized knowledge of one specific subject. The primary reason for this is that people should have good or bad at academic subjects.",I think it is a waste of time to study a disliked subject which they know they will never ever use after the examination or graduation.,0
252559.txt,"In twenty years, there will be fewer cars in use than there are today.","Any other expression would not be more important than this topic. Petroleum, which is used in many countries to fight with each other, is decreasing in quantity. In my opinion, in twenty years there will be fewer cars than today, and I am sure that there will be another way of transportation different from cars. There are several reasons why I believe that, fewer cars will be used in the future. In my opinion, the main problem is the energy problem; the world is growing every day, the requirements of the new energy sources are in need of more than ever. Today the main energy source for transportation is petroleum; however it is clear that the deposits of it are decreasing in quantity. The other energy sources, such as solar energy, wind power, fuel cells-which are operated from hydrogen-and geothermal sources are not sufficient to overcome the energy problem of the transportation sector. For instance, the most ultimately designed solar car, which can reach a speed of 90km/h, can only carry 2 people, and is 3 meters long, due to the need of large solar panels. In addition, cars, which operate with fuel cells are not suitable to use on the highways; maybe they can be used at low speeds in the city. Another important aspect is traffic problems, I think. Big cities are growing everyday, and more and more cars are sold in these cities. However, the roads stay the same. I believe, traffic is not just a waste of time; in addition, it is a waste of energy. For instance, from school to home normally-with traffic-it takes 1 hour and 30 minutes; but, when the roads are empty it takes nearly 1 hour.",It means that everyday I spend 1 hour on theroads.,0
1947147.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,If we talk about people's success we can identify if its true the statement that say that successful people try new things and take risks rather than only doing what they already know how to do well.,We can summarize that statement in different topics of society People can do the same thing everytime and if they know how to do it well it is very probable that they will havemoderate success.,0
114142.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree that students should understand the ideas and concepts better than spending time learning facts. I believe that human civilization has come to the zenith of technology not because of learning the facts, but by understanding the ideas and concepts. There have been advancements in many areas. If humans spent all their time on facts, our lives could have ended in understanding the history of our earlier generation. And we could not have seen progress. There could have been no progress in science. So, applying the concepts of the facts will move the world to the next levels. I always liked science which makes me a scientist not because I know the facts, but the way I understand ideas and concepts. I am taking a mathematics call I will use the concepts and ideas to get to generate a solution to the problem. If we use facts there will be times when they will not help get the solution. In our daily life, we live with ideas and concepts. A very basic example, If my parents want me to go buy vegetables from the vegetable market I will decide which way will be the easier road.",I will answer by asking myself using my concepts and not going with the facts.,0
605993.txt,"In twenty years, there will be fewer cars in use than there are today.",The issue that in twenty years the number of cars in use will rise or drop is difficult to deal with because there are different arguments involved.,Some people think that there will be fewer cars because of the environmental impact in which the use of cars is sued.,0
1169848.txt,"In twenty years, there will be fewer cars in use than there are today.","I would have to agree with the statement that in twenty years there will be fewer cars in use than there are today. As more and more cars are rapidly produced today, the government especially has been doing all its best to provide necessary public transportation throughout a nation. The space allocated for the vehicles will soon not be enough.",Population growth directly contributes to the increase in the number of drivers on the road.,0
698140.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"In my opinion, understanding ideas and concepts is very Important. The subject like java, we can know the knowledge of java by understanding the ideas and concepts.",concepts are more Important than facts.,0
1114004.txt,Most advertisements make products seem much better than they really are.,"I definitely agree that most advertisements make products seem much better than they really are. It's the way to sell products a few times. First of all, for making good products , companies need to have expensive and good materials or things. It does nt matter what kind of product it is, they don't want to spend a lot of money on their products. Because they want to earn more and everybody knows that the best way to sell a product is advertising it. Advertisements show these products as if they are great. Obviously they lie to people. But companies don't know that its not a good idea to do that. Maybe for a few times they will earn more money than they expected. However later on , these products lost their popularity. Because people understand that these products are not as good as they hope. People absolutely know what is good for them. So that company will fall down as fast as it grew up! It will lose all its money, probably more than it earned from the first time.",I think the best way to produce products is to make them as well as the company can.,0
1469368.txt,"In twenty years, there will be fewer cars in use than there are today.","Nowadays, oil becomes even rarer and even more expensive and some people believe that in thirty years there will be fewer cars in use than there are today. We will explain why this statement could occur or not in the future. On the one hand, petroleum is becoming more and more expensive to produce because there are limited areas where we can find it and lots of them are unreachable or unavailable, for instance because they are in big cities. Moreover, governments are developing tubes, trains or buses to encourage people not to use their own car and to pollute less. For example, lots of advertisements for taking the train instead of driving are currently shown on the tube in Paris. On the other hand, the population of Third-World countries is growing, and at the same time, lots of people who were using the bike in China are considering getting a car. Furthermore, lots of workers still need a car when they do not live in big cities because busses are not as frequent. For this reason, it is still easier for them to rely on their own car rather than on a bus that can pick them up just every hour. Besides, scientists are considering developing cars with hybrid motors, which rely both on electricity and oil.",It could be a very good solution to the cost of oil.,0
1011356.txt,Young people enjoy life more than older people do.,"In my opinion young people enjoy life more than older people do. There are several reasons to explain my opinion. Young people can enjoy life because they dont have responsibilities. They have more free time. They must go to school , do their homework and clean their rooms. But they have a lot of free time. They can spend it in different ways and have a lot of fun. They can meet many other friends to have fun together. Old people have important responsibilities and they must work for their families or themselves. They spend most of their time at work. They can realize a dream or a hobby only during the week end or in the evening. Old people are more mature than young people because they had many experiences during their life. In conclusion i think that young people can enjoy life more than older people do. To be young is beautiful. If you were a child, you could do what you like without problems. A child thinks nothing about serious events or facts.",Old people are under stress or serious.,0
890578.txt,Most advertisements make products seem much better than they really are.,I agree with the idea that most advertisements make products seem much better than they really are. Let me talk about two reasons. One reason is that products in magazine advertisements seem more beautiful than they really are. For example when the beautiful woman wore a dress in the magazine advertisements the dress seemed so beautiful because of the beauty of this woman. But when I wore the same dress the dress did not seem beautiful. Because I am not beautiful. Also the shape of the dress changed because I was fat and the dress was really tiny. I could not realize that the dress was tiny because the beautiful woman in the magazine was really thick and had a beautiful body. The second reason is that products in TV advertisements seem more useful than they really are. For example when the famous cook uses the knife in TV advertisements this knife will seem more useful.,Because the famous cook can really cook very well.,0
1005775.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"In France the education system seeks to bring the most knowledge possible. There is no specialisation until high school and even there the specialisation is not really clear. As a result french students have got plenty of knowledge in several subjects but they have to do long studies to have precise knowledge of some things. I do not think that this way is the best way in the world in which we live, In fact, in our world we ask people to be ready to work very soon. And the fact is that you cannot work with broad knowledge. The only thing you can do is speak with people at restaurants and amazing them thanks to your general culture. Now to have a job you have to be specialised because the technology of our day is very specific and precise, you can work if you do not know your job precisely. For instance, what do we think of a doctor who knows a little about the economy, a little about astronomy and a little about the way the body of a man works. To my self, I would not want to see him when ever I am ill. But I have to say that things are different when you already have a precise knowledge of some thing. When you have a job and when you areable to do it well, having a broad knowledge of academic subjects is an interestingthing. First, it will help you to understand th e world you live in. If a good doctor knows the same basis of economy he will be able to understand why the price of some product or drugs rises. And then, having general knowledge is the mark of open minded people.",Those people always try to understand so they learn.,0
155157.txt,Most advertisements make products seem much better than they really are.,"In all companies of productions, people use advertisements to make a product look better than it really is. Advertisement, it is a kind of subtutition that people add to their product to change the natural face of the product which will look better.","Here are three major reasons why I agree with this statement such as thepublication, the beauty of the package, and the ingredients.",0
1734034.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"The knowledge can be defined as the possibilities of everyone to speak on the biggest variety of subjects as possible. So it depends on the childhood, the luck to go to school and more generally of your life. For a student it is a good and a current question to know if he must choose early a speciality or keep during a long time many different lectures, What is the better choice ? It is not certain that the best choice exists. Nevertheless to my mind the recent evolution permits me to think that broad knowledge is preferred. The first example which accredits the thesis of broad knowledge is better is a farmer lost in a desert area with his cows he must primary know how to take care ofthem. It is easy to believe that he does not need to have broad knowledge in another speciality, but it is a restricted view. In fact if he wants his business to stay prosperous he needs to know how to read and write, it permits buying and sailing some cows or otheranimals. It is a simple example but there is another more technical  one. In the future the degree of expertise will increase so much. In fact it is not possible to think that a chemistry engineer who works for an international big company which carries oil and gas will not be able to speak English very well.",However he spends a lot of his time studying essentially chemistry in these differentforms.,0
1911915.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"I agree with the opinion that it is better to have broad knowledge of many academic subjects than to specialize in one specific subject for the following reasons. First, having broad knowledge of many academic subjects is more convenient. For example, in 1995 when I was junior at Tokyo University in Tokyo Japan, I studied law and tax.","One day, when my friends and I were researching bank law, I was confused by the law.",0
1639412.txt,Young people enjoy life more than older people do.,"Many people in the world think that young people enjoy life more than older people do, some people think that older people enjoy life more than young people do. I argue that older people enjoy life more than young people do, because of the fact that they know time is very fast and life gives people only one time. Young people always have problems with their life. they never think time is very fast. they only live without the fear of death. for example i and my friend always have problems. because of our problem many of the time we dont want to do any things. we often speak about our problems. we think of going on holiday to reduce stress. Nevertheless we post pone it to another summer and another summer never comes so we never go anywhere. On the other hand, older people think time is very fast. For example my grandmother always tells me she didnt understand how she was an older woman. She says that if I fell as a young girl if i had the chance to live life again i would travel all over the world`. she always goes to the cinema to watch movies. she goes abroad often to visit other countries which she hasn't been to before.",moreover my grandfather is a very interesting old man.,0
23292.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I disagree with this statement because without learning the facts it can get you nowhere. Ofcourse, some people think that without facts it won't take too long to find out, but what if they didn't know if they were right. To put it this way, say that you want to learn something in biology in plants, animals, fish, reptiles, insects and mammels. To know how to learn things the way they were taught in the book, you can read through the main facts and details that were given to you. If you want to know something or investigate you need the facts about each topic that you were given in your biology book. If you know it and got the idea then that would be no problem. Also, another way of getting facts is by finding out what happened example, who killed someone or who is the one responsible for committinga crime.","To find out,you need to ask yourselves: ""How did he or she die and who killed them? ""The questions will be answered if you give in every piece of information you have gathered when you want to prepare if this person did or did not kill these people.",0
1707879.txt,Most advertisements make products seem much better than they really are.,"In the context of constant competition between products and trademarks, what makes them different ? Is it the product, the advertising or the trademark ? We'll see that ""false"" advertising is necessary for a company and is controlled by the rules of competition.","Finally, we'll see that advertising isn't the product underneath but much more an identifying suggestion for customers.",0
608718.txt,Young people enjoy life more than older people do.,"Conventional wisdom has it that young people enjoy life more than older people do because they are healthier and they haven't had too many sad experiences yet. I think that it is ironic since most people want to live longer. But it is also true that everybody wants to look younger. First of all I think that old disabled people who live on a large amount of pills cannot really enjoy their life. But older people like my parents who are between forty and fifty years old can enjoy life more than young people. It can be put down to the fact that they know they have less time than previously. Teenagers often consider the high school period as the worst period of their entire life. In fact their body and their mentality change and they often suffer from these changes. They often contest the authority of their parents or their professors. This is the expression of an unease. On the contrary to teenagers, adults have had the time to accept themselves and this is crucial to enjoying life.",Children don't want to become adults because they are reluctant to have too many responsibilities.,0
385578.txt,Young people nowadays do not give enough time to helping their communities.,I totally disagree with this statement. So many young guys today are helping other people to manage their life. I live in a small city called Erding and also in such a small city a club to help students to get better marks established. I joined this club one year ago and at first I was surprised how many young people were offering their help there. All of these people are graduate students who use their free time after being in their courses and classes to spend it teaching other students. A major fact is that the other guys and I do not earn a lot of money by this activity. Since my first visit to the club I have been doing private lessons once a week. And I think it is a great honor to see the person taught by you getting better and better grades. I also have a friend who supports a poor family in Asia with 400 Euros a month. Without that help they could not even buy clothes for all of them. 400 Euros is quite a lot of money also for the european way of life.,But the girl works hard to be able to afford this project.,0
913962.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"In my opinion the statement is true. Actually everybody should have a wide knowledge of a lot of academic subjects than to specialize in only one field. First, if you have a wider knowledge it will use you a lot because it supports you in the admission to the universities or in a future job. A lot of people will know after talking to others if somebody has a wider knowledge or not. And if you have an interview for a job or an admission interview at university, your knowledge can lead you to your goal a good job or admission. Second if you have a good knowledge you can understand many more subjects and world problems than if you did not have it. And that will make your world more interesting. Also you can help by questions from your friends, parents or relatives and that gives you more self confidence and makes you more and more a respected partner. Also it will develop your logical thinking and this point will lead to greater knowledge again.","Furthermore, a good and wide knowledge will rest you a lifetime.",0
1011426.txt,"In twenty years, there will be fewer cars in use than there are today.","The numbers of cars of different big cities are very high today, especially in some rich countries,for example ,USA,the number is incredible---------every person at least has one car in their home. The abundant numbers actually create a lot of problems for their city and the world. All these problems will finally force us to use fewer cars. Therefore,I agree there will be fewer cars in twenty years' time. The traffic problem is actually the most important reason for the increase in the number of cars. Traffic jams can seriously attack the economy. It can affect the run of the economic system. For example , traffic jams can delay the conveyance of goods of different industries, They can lower the productivity of the whole economy, Since that,different governments of big cities will tightly control the number of cars. To combat the traffic problem, the government will encourage people to use the massive transportation, just like the underway, and discourage people from using and buying private cars.",The energy problem.,0
