essay_id,topic,context,sentence,label
525771.txt,"In twenty years, there will be fewer cars in use than there are today.",I disagree with that in twenty years there will be fewer cars in use than there are today. Many countries are developing rapidly now.,Just like China and India.,0
26388.txt,Young people enjoy life more than older people do.,"I disagree with the statement that young people enjoy life more than older people do. I do not think it is true because there are many reasons i think that older people enjoy their life more. The first reason why i do not disagree with that statement is that it depends on what personality the people have. there are young people who do not really like to do anything and just be alone. I do not think they are really enjoying their life. On the other hand, there are some old people who really like to go out and hang out with their friends. my host mother is an example of an old person who enjoys her life even more than me. she is in her 60s now and she loves to go out with her friends and go shopping. when she does not have work to do she always makes an appointment with her friends to do something. she never likes to be home all day doing nothing. The second reason is that there are lots of things that allow old people to do but not for young people. generally old people have more time and money than young people have.",young people have to study if they are still in school.,0
1926866.txt,The best way to travel is in a group led by a tour guide.,"We always want to spend our free time effectively. In particular,vacation time is valuable for us so we can utilize it carefully and that's why I always prefer to travel with a tour guide. If I have a tour guide then I don't have to worry about necessary arrangements. Most importantly, the tour guide knows the best places to visit and is familiar with the local language and holidays. Firstly, I am going to vacation to relax and spend my time without any worries. A tour guide will be with me then I will not have to worry about hotel reservations and find good restaurants. I just need to check my group which is comfortable for me or not. All the significant arrangements are my tour guide problem,I just have enjoyed my vacation. Furthermore,a tour guide has a list of good places which would be helpful for us. A tour guide has knowledge about good museums which represents that place's history. A tour guide should be familiar with the stores which sell good products in a good price.",I don't have to learn music's schedule and find the stores because my tour guide is with me.,0
1008486.txt,The best way to travel is in a group led by a tour guide.,"People have their own ideas about whether traveling alone is better than traveling by a tour guide or not. In my opinion, the best way to travel is by yourself, because it can be free to tour places and easily make new friends in the new place. First, traveling alone enables us to feel free to move on the tour site. Some people may think that moving to new places alone is dangerous because we do not know about the places. In my opinion, However, traveling alone can benefit us to have more chances to see sight seeing. For example, If I tour with other people on time, I cannot see museums and churches that I want to visit except determined sites. Then I do not feel satisfied with the tour. In this way, I can say that traveling along gives us more chances to visit than traveling in a group. Second, when it comes to making new friends, moving alone greatly contributes to making it possible.",it is generally agreed that traveling in a group is difficult to make new people as they have to move to the scheduled sightseeing sites.,0
1039658.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I disagree with this statement. In my opinion, it is more important for students to learn facts than it is for them to understand ideas and concepts. People these days seem to pay a lot of attention to ideas, but the fact is, this has made a lot of useless 'inventions'. Because  of this, I saw a new 'invention' the other day. It was a little fan that could be tied on the arm, which could be used for cooling off the hot noodles while people were picking up the noodles. The fan is not tiny, but even if it is, is there really a lot of consumers for this kind of product? I do not think so. If i were the customer, i wouldn't even bring a fan to a restaurant just to cool off the noodles. This is one example of people only getting the idea but not the fact.","As a matter of fact, many of the concepts and ideas are theories, which just came from hypethosis.",0
1697010.txt,Young people enjoy life more than older people do.,"Although older people can enjoy life, I definitely agree with the statement that young people enjoy life more than older people do. Young people can enjoy eating, travelling, and being healthy. First, young people can eat and drink a lot because they are young. For example, when young people want to eat some great dishes, they can eat all of them. They can satisfy with the experience that they eat a lot. However, usually, older people cannot eat a lot of food because they become full soon or they do not want to eat a lot. Not only can young people enjoy eating, but they can also enjoy travelling. If the person who is young wanted to go somewhere, the person could go there soon. The person does not need a lot of preparation for the trip. However, if the person who is old wanted to go on a trip, the person would need a lot of time to prepare for the trip. So, young people are very flexible and aggressive. These aspects are very important for young people, however, health is the most important part of young people.",Older people suffer from a lot of illnesses.,0
1110281.txt,Young people nowadays do not give enough time to helping their communities.,"Nowadays, people however their age, are selfish because of the values conveyed by modern society and capitalistvalues. Indeed, everybody thinks about themselves so young people have grown up in this atmosphere of ''me and myself''. Life goes fast and we want to pursue and achieve our plans because today everything is planned per advance and there is no time for civic behaviour. In addition, globalisation and internationalisation make the population mix as their is more mixed communities people and there is an identificationproblem: which communities are for which people? Regarding recent events, communities are rivals and fights between them. So, there is no unity in this world why would young people change this by helping who and with which means? Modern life makes young people very narcissistic and selfish but some want to implicate themselves in a cause , in something they can progress and be useful. Some will help the oldest and disabled people in their neighborhood by making the shopping for them. Others will come into an association to create a better life place for their community. Indeed some associations and organisations have social aims in which young people want to be involved.","In my case, I really want to represent the Black in France because there is a lack of representation even in the media, fashion, intellectual and scientist work.",0
114142.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree that students should understand the ideas and concepts better than spending time learning facts. I believe that human civilization has come to the zenith of technology not because of learning the facts, but by understanding the ideas and concepts. There have been advancements in many areas. If humans spent all their time on facts, our lives could have ended in understanding the history of our earlier generation. And we could not have seen progress. There could have been no progress in science. So, applying the concepts of the facts will move the world to the next levels. I always liked science which makes me a scientist not because I know the facts, but the way I understand ideas and concepts. I am taking a mathematics call I will use the concepts and ideas to get to generate a solution to the problem. If we use facts there will be times when they will not help get the solution. In our daily life, we live with ideas and concepts. A very basic example, If my parents want me to go buy vegetables from the vegetable market I will decide which way will be the easier road.",I will answer by asking myself using my concepts and not going with the facts.,0
1446679.txt,Young people enjoy life more than older people do.,"Some say that life is a long long and endless road until it reaches death. Therefore, life doesn't only end when one gets old. People usually think that old people are boring and lifeless because of their weakness and lack of physical action. However, older people tend to develop their mental intelligence and imagination. That's why most philosophers and mathematicians reach a peak in their career when they are old. As a consequence, they do enjoy life by using their mental powers in order to succeed in different fields, or by writing and thinking about life in general. But do young people enjoy life more than older people do? I personally do not think it is the case. Young people tend to look at life in a more material way, playing in parks, having a girlfriend, practising sports, therefore, they do not appreciate the deep meaning of why they are living. It is mainly due to the lack of culture and experience. By growing up they will develop their sense of observing things and therefore, truly appreciate the meaning of life they are living.","I saw once a film by a canadian director (Denys Arcand) named ""the barbaric invasions"" that talks about all of the barbaric invasions that come to meet us in life.",0
1774785.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I strongly disagree that students should understand ideas and concepts rather than learn facts. Currently, A lot of people do nt have a lot of time as much as a long time ago. Therefore, time has become very important in our student life. Even some people say "" Time is more important than Gold. The student also doesn't have time to. As a result a lot of students have just learned about only ideas and concepts. Actually this way to study is easier and can savetime. it will have a bad effect on students. When they learn about more hard things. therefore we have to start to fix the way we study only to understand ideas and concepts. The basic information made us think. Most students who just understand ideas and concepts do nt live the thinking like students who learn facts. For example, During the test time few students just write answers or Although take a lot of time few students spend the time finding the answer with facts. After testing if time is very limited, the student who wrote just the answer will get a better score than other group students. but Next time when they start at the same time and take the harder test than last time. The result will be different. Because few students know how to connect between new questions. But the other students know how to do that. Making it easy to work the brain. The learning fact makes the student think more, so the brain works more hard. If they keep doing the study the same way. As time goes by, the student brain is easier to circulate. For example. I saw the information through a diagram of smart people,When some journalist asked a question about how they studied? Most people who made good score people said ""I used to spend a lot of time thinking hard.","In my conculsion, Through our life, time becomes the most important thing in our social life.",0
197162.txt,Young people enjoy life more than older people do.,"Yes, i agree with the statement.","Young people are the future of the world,they remain active in their young period but while they get older they losepatience,concentration and the body organs get weak,they may see inactive compared with young people.",0
478851.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"Mankind always needs to succeed to achieve good life standards therefore success is a very important aspect of human life. Everyone has a different point of views about the idea of success. People who want to be successful need to try new things and need to find different ways. These are the following reasons. Firstly,if someone reaches the thing which he wants to do for the first time, then it is not about being successful,but about being lucky. The best example of this is Thomas Edison. He tried to find the electricity for several times,but he did not think that he would not be able to invite it. He always tried and tried. He said that,`I have tried millions of times to find the electricity,but I never gaveup trying.",I am happy that I can know the ways which I can`t be successful withthis finding.,0
1830076.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,I guess a lot of people had the same problem: You are reading an article about an impressive building (like the Pyramids) and you do not understand how it was built and how hot it was able to resist all the time.,"In case you understand the idea or concept of the building, you can transfer this knowledge to other buildings.",0
693304.txt,"In twenty years, there will be fewer cars in use than there are today.","My opinion is that, there will be fewer cars in use than there are today, in twenty years' time. I will explain these with three supporting reasons. First of all, new transport can be created. Our life is rapidly improving by technology development. There will be a car which flies in the sky, or intermediate moving vehicles from one place to another in one second. This new technology makes people not use a car because it will require less energy to operate and it will be more convenient, and faster than today's car. Secondly, People use public transport rather than their own cars. every year, the number of people who use public transport such as buses, trains and subway is increasing. According to the statistics, the reason why they take public transport is it takes less money, less time and is convenient. If they have their own car, it costs a lot of money to fill petrol, parking fees, taxes, car insurance and fixing the car. As well as this, the cost of petrol is rapidly increasing. Also, there are terrible traffic jams every morning. This is a reason why people use public transport rather than their own car. This will make fewer cars than today in the future. Lastly, people are thinking about the environment. Everybody knows that cars pollute the air.","Now a days, pollution is a big issue.",0
1088494.txt,Most advertisements make products seem much better than they really are.,"Advertising has always been an interesting discussion topic for people. some people think that advertising is not very effective and does not do any wonders. on the other hand, there are also some people who think that advertising really has alot to do. and I think, I would be counted in the second group. Advertising may make anything better by a good picturization of that product. the better the picturization, the better would be the fascination towards the product. and looks matter alot. for example, we go to some coffee shop and there we see alot of coffees and all the coffees are totally unknown to you. which one would you like to have? certainly, that looks most appealing to you. isn't it? that is where advertising comes into the picture. Its magic of advertising. Advertising enables us to show the good sides of anything. as we all know, that anything in this world is not perfect. All things have dark sides too. So, with a little help from advertising, we can highlight the positive points of some products and can hide the negative parts. for instance, lets take the example of cold drinks like, cola, pepsi etc. these drinks are so popular among people. but the question is why are they? while we know that these drinks are not good for your health. even then they do a great deal of business all over the world. The credit of this should go to the advertising. advertising totally hid the negative effects of the drinks and made them popular.","Nowadays, even some schools are providing training in how to do advertising.",0
753065.txt,"In twenty years, there will be fewer cars in use than there are today.","The speed of development concerned technique is so fast today, and more and more speculate about what will happen in 20 years. Some of them believe that there will be fewer cars in use than there are today. However, I am hesitant to agree with the statement, and the reasons are listed below. Let us have a look at the increasing wealth brought by globalization, we will agree that people will be more fortunate than they have ever been. The increasing money will be spent on some goods which seemed to be luxury before, including cars. Take China as an example, more and more families boast cars now, which was a miracle to them before. If we pay some attention to the soaring earnings of people in Africa today, we all agree that the conclusion is that they tend to buy more cars just like what the Chinese are doing today. Moreover, I also believe that people in developed countries will not give up using cars; since the vehicles bring us such a lot of convenience. For example, We can easily travel to places for which we are longing by driving them. Besides that, they also increase the independence and freedom of people, who will not be restricted by location and weather. And I am convinced that with more focus on freedom of human being, cars will become more popular. Admittedly, Many people think that the number of cars will be decreasing, because they cause a great deal of pollution, and people nowadays pay special attention to the environment. Nevertheless, I deem that the pollution of cars can be reduced and finally varnished, with the development of techniques. And we will confirm this idea through statistics provided by the UN, that a car made with the newest technique pollutes less than has even been before. In conclusion, though the cars face the problem that they pollute a great deal today, I think the number will not be fewer, because more and more people can afford them, and such great comfort and convenience they offer, and, the most important.",the advantages of techniques.,0
1082317.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"When asked the question what the key to success is ,different people may hold different perspectives as per their own experience and behavior. Some people believe in doing the same thing repeatedly to excel because they believe that this way they will be successful;but , I agree with the statement that successful people try new things and take risks. The reason, I think, is that We learn a lot while doing something new and it opens the door to success. Therefore, by trying new things and taking risks,we learn something new which leads us to succeed eventually. One reason ,I believe that trying new things leads us to succeed is that new attempts always explore the new area of growth for us. When we try something new we learn about that field which helps us to grow. Take my wife's example. She was working in a pharmacy as a pharmacist and she was very fond of female make up. At the beginning of her life she tried to make an attempt to work as a businessman. Surprisingly she has had tremendous success and now she is running her own beauty saloon. Successful people never stick to one profession. Another reason ,I believe that taking risks and trying new things brings success because it brings creativity in a person which leads to success in life. When we try new things in life then our brain works faster and we feel more challenging.",Anil Ambani is the biggest example.,0
1788319.txt,Most advertisements make products seem much better than they really are.,In the last twenty years we have been continuously driven by the power of the economy.,It is for this reason that it is not really important the quality of a product but it is important the message that that product gives.,0
1164488.txt,Young people nowadays do not give enough time to helping their communities.,"A lot of changes have occurred in society in the last few years. Some of them have been good and some of them bad. An instance of a bad change is that young people nowadays are not giving enough time to help their communities. This deviation is due to the change in human perception-of how humans relate to life,to each other and to society they are part of.","An important reason behind the deviation is that society,in general.",0
1427763.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"As my boss used to say to me at the beginning of my career: < Do not be afraid to try new things, do more than others do: no one has ever been punished for doing more>. According to this phrase, I think that people who try to do new things normally have more chances to be successful during their own life than someone who simply does his/her usual job. What makes a man successful is the plus-value that he can give to society. A lot of men can do things well, but only men who do things better than others can reach a higher level in social life. Taking risks is part of being a successful person. Someone who does not try to take risks could be seen as a coward by society. For example, in cartoons, a superhero is someone who normally takes risks to do something more dangerous than other normal people do.","In the same way, this attitude, could be postponed in different realistic situations.",0
1558621.txt,Most advertisements make products seem much better than they really are.,"Even though the heads of companies said they are very reliable at making the advertisements, I totally agree that most of them aren't satisfying consumers' expectations. I'd like to give you a couple of reasons to support this opinion. In the first place, they including CEOs and ad makers are trying to make their products seem better than the product's reality because if they do that, they can make more money. For example, there is a car commercial which is shot in paradise. If they do that, people, most consumers, would expect that we'll be there if we buy this car. As a result of this, by shooting the commercial in the ideal place, the car company would make a lot of income. Second, I want to argue my opinion using the current situation. Many countries, especially developed ones, the rate of asking for refund or exchange is increasing in most famous companies. This situation has not only happened in famous companies but also small, developing companies. Why is it happening? I think that because of the unreality of advertising this situation. In addition, if the companies did that again and again, they would be charged more money and make this worse. I've read the article about this problem, in which the expert said since many companies are pouring their money into commercial and ads, they can't afford to use their money to improve their products.",So it will even cause the situation worse than now.,0
1311391.txt,"In twenty years, there will be fewer cars in use than there are today.","I agree with the statement that "" in twenty years there will be fewer cars in use than there are today "". As we can see in everyday life there is a decreasing amount of space to get around with cars. Parking it is becoming a real challenge,and the frustration that builds everyday is taking up very big proportions. The statistics showed that in twenty years the population of the world will be at about six billion. Right now we are only four billion. What that means is that the level of pollution of the air will be unlivable for any human kind. The space available per person will decrease and the drivers will have an increase in anger. Unfortunately we are able to see that in Indonesia right now. Their problem is that everybody uses a car. Therefore,living in a confined country,with an increasing population doesn't allow for a sanitary and better life. So,to avoid this problem,we should decrease the number of cars by simply applying a few rules. First of all,we should make a law that forbids people to drive by themselves. What i mean is that cars should be considered for a minimum of four people. If that doesn't happen the owner of the car shouldn't be allowed to drive,penalty a ticketor worse. Then the community should make available more community rides like buses or any other vehicle that holds more people than a car. Doing so, we should be able to decrease the number of cars, the pollution of the air,the gas consumption, which nowadays is reaching incredible prices and we should be able to decrease the frustration and anger of everybody. In the meantime,another good thing that could be done is to allow the circulation only to the vehicles that have a gpl or a methane implant.","That doesn't decrease the number of cars in circulation,but at least decrease the air pollution.",0
307077.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree with the idea that it is more significant for students to understand ideas and concepts than to learn facts. First of all, many of the students would prefer the easier and quicker way of understanding.",Understanding ideas and concepts is easier for a student to manage the information.,0
26388.txt,Young people enjoy life more than older people do.,I disagree with the statement that young people enjoy life more than older people do. I do not think it is true because there are many reasons i think that older people enjoy their life more. The first reason why i do not disagree with that statement is that it depends on what personality the people have.,there are young people who do not really like to do anything and just be alone.,0
1937595.txt,"In twenty years, there will be fewer cars in use than there are today.","Cars have made such a difference in our lives. they have made transportation easy and doing the ritual things like visiting our parents or a family member easy , going to the doctor now is easier than it was in the olden days. i dont believe that there will be fewer cars in the next twenty years , if anything there will be a surplus of cars maybe technology will affect the cars but there will be an increase in the usage of cars. Cars might be in a different structure to keep up with technology and might have new gadgets but the illimination of cars has quit hard for the past century god bless henry fords heart we have depended on cars and as long as i have been alive cars were the only means of daily transportation and to me the safest transportation. Also another point i would like to make is that when a generation more like a century gets used to using cars it will be quite difficult to eliminate this source of pleasure and vital everyday use. A car is what brought me to this test center to take the TOFEL exam and without it i couldnt imagine any other means of transportation that i would be able to use on a daily basis.",Generally speaking transportation is extremely vital and we can not live without it.,0
216699.txt,Most advertisements make products seem much better than they really are.,"I agree with the statement that most advertisements make products seem much better than they really are. There are three reasons for this. First, the goal of a company is to sell the product. Second, advertising makes people buy their product in an individual way.","A company which owns the product's goal is making their profit and that way, the company makes people think that the product is necessary for them.",0
1752779.txt,Young people enjoy life more than older people do.,"Yes , I completely agree with the statement "" YOUNG PEOPLE ENJOY LIFE MORE THAN OLDER PEOPLE DO"". We live our lives to our fullest when we are young, leaving behind the worries and the intricacies of old age. So i feel that young people enjoy life more due to their being more energetic, with young minds fresh from college, with lots of ideas that are trying to creep out. ""OLD IS GOLD"" is a popular saying some people advocate. They think that older people are more experienced and know the ways of the world better than younger people. But I feel that a younger blood has a lot of energy to offer and can work for a cause with a greater intensity than an older individual can. Like , a project to be completed with a deadline. A younger person can work late at night and will finish the project no matter what comes in his way. He will work harder to make a place for him in this world. The older people have minds that are worn out, by age , by time. Whereas a younger mind has a lot of ideas to offer. These are fresh brains, that have come right from college, filled with all sorts of new tools and the vigour to put those tools to action.",And also there is no burden of a family to support.,0
1818733.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Many people cannot decide whether having broad knowledge about academic subjects or specializing in one specific subject is more beneficial for an individual's career. In my opinion, people should focus on one topic and specialize in it. By having deep information and significant experiences on an issue, people will gain some important advantages such as finding a good job, salary opportunities and becoming an expert in an area. The first advantage of specializing in a topic is that people can find a job more easily compared to other people. Because, companies today generally look for people with a specific topic. The reason for this is that today's companies are working on a detailed subject. It is clearly seen that there are not so many companies that work in different areas. Therefore, this situation pushed the companies to find people that have important experiences and knowledge about their job. Secondly, in today's world, if a person is an expert in an issue, then this person takes a high salary compared to other employees.",Because it is hard to find an expert for companies for a job position.,0
398389.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree with the statement, it is more important for students to understand ideas and concepts than it is for them to learn facts. Maybe learning facts is important for students. But I think if they understand ideas and concepts, they will get facts, too.","I think understanding ideas and concepts is easier to understand, instead of just learning facts.",0
1110655.txt,Most advertisements make products seem much better than they really are.,"I strongly disagree with advertising activities making products seem much better than they really are. This is a case of manepulating customers' decisions. Some times this concept might go further to demonstrate a staus of cheating when mentioning false information about products or giving unreliable guarantees. Companies and goods sellers should talk and describe the actual advantages, features and services they have. Presenting these items to the customers in an attractive way shall not be considered as a manner of cheating or telling lies. Ways of presenting goods and advertising them in a proper and honest way are mentioning the components and items utilized to manufacture these goods. Companies utilizing materials of high quality might point out how good the materials used in manufacturing are. Another way of fair advertising activities, is highlighting the efforts that were required to get some good produced and pointing out the professional and continuous planning to achieve this perfection. Marketing trends in some cultures by attracting consumers by utilizing cultural concepts (e. g. cultural and traditional saying as a logo).",Another example of fair advertising is studying the trends and behaviour of consumers (e.,0
832287.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"In my country, there is an old saying ; to teach the way of taking fishes instead of giving fishes. It says the importance of learning not only the facts but also the "" way"". But it highlights the importance of the way. Like this old saying, I agree that understanding ideas and concepts is more important than learning facts. First, If students understand ideas and concepts then they can understand more difficult questions. For example, when I was a middle school student, at the start of math class, I couldn't understand what the teacher said. But finally understood the way of solving the math problems, I could solve another math question. Although that question was more difficult, I understood the way of solving it so I could do it. If I couldn't understand, I couldn't answer that question. Second, If students understand ideas and concepts, they can imagine more ideas and concepts. I mean, for instance, when I was a high school student, I learned about poetry. Most people don't like poets because of their words.",Those words were difficult to understand except by the teacher.,0
1890313.txt,Young people nowadays do not give enough time to helping their communities.,"In my opinion young people nowadays do not give enough time to helping their communities. Generation after generation people are more and more selfish. They think only about and for themselves. Ecology, seniors and underprivileged people are given up by young people today.","Since the beginning of history, humans have decided to live in community.",0
1939513.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"For as long as college exists in society,the professors and students have debated whether having a lot of academic knowledge would be better or having specialized ones. The issue may not be resolved to everybody's satisfaction the answer is crystal-clear in my mind.",Taking many academic subjects will be the best for your education.,0
989347.txt,Young people nowadays do not give enough time to helping their communities.,"Young people, like me, do not give enough time to helping their communities. i perfectly agree with this statement because i think that young people are always completely involved in their own life and in their passions. I am not able to explain the reason that causes our distraction from our communities. Probably our education makes us find satisfaction in other aspects of life. The style of life is completely different from the past. We spend all day listening to music, watching television, going around with our friends, studying. and so we have no time to think about our communities. We know that it could be important even for our own future, but we prefer to think about the present and live the moment that is flying away. we try to keep every thought, every occasion, every second that is going away. and we are not able to stop and think about so important things. We are sure that even in this way, we are going to change the world. because change happens. but the problem is: will it be better? we don't know.",but we will think that we were happy when we were young.,0
115743.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I agree with this statemen. Successful people try new things because they want to get a new degree. There are several reasons for this. All people who have alot of achievements are n't satisfied with trying new things. As their ambitious force them a new achievement, they want to learn new things even if it is risky. They consider taking a risk about one different thing they didn't know before about it because these kinds of people don't like monotone life. In my opinion, this knife is better than the other. Trying new things adds to our lives numerous new concepts. For example, I like playing soccer. When I was in my country, I played soccer every weekend. After for a while, I was bored playing soccer. I want to change something in my life style. Before I came to the US, I didn't know about American football. Now I am learning about it. I also like it, I learnt several new rules about sport, so it encourages me to play it. The other example is about risky. I took a PhD in education for two years in my country. I want to change my education place even if it has many risks. These are spending alot of money, passing the toefl exam, and completing a new phd education in theUS. They didn't know how much money I spent before.",I also didn't know Whether or not I would pass the toelf an complete new education.,0
57409.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,Over the last fifty decades education has been a significant role in people's lives. Because of that they have research into lots of subjects or just one. Some people believe that it is better to have broad knowledge of many academic subjects and other people think that the better one is to specialize in one specific subject. First of all having a knowledge of many subjects does not mean having lots of essential things.,People can know economics and biology in the same way but they cant use them together.,0
1037117.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"It is true that students, today, are really more inclined to understand ideas and concepts than to learn the facts. Though it is not what is supposed to be can we blame the students? The education system in many countries, itself, requires it to be like that. And today world has nothing to do with the `facts` indeed. in many countries education systems are so restrictive and so close to development and research that students find themselves in an environment which is totally close to the facts. when using textbooks is the only option the students have and when they are expected to be successful in a kind of competition at the end of which the winner takes it all how can we expect the students to possibly try to reach for the facts? the system forges the students to be tend to get the ideas and concepts.",In addition to that we live in a world which has nothing to do with the facts.,0
484161.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Ideas and facts are really different things. Ideas explain something that can be done or couldnt. Because it is only an idea. But the fact is different. Facts must be done in real life. I think it is more important to learn facts than ideas. Because facts are real but ideas are not. You can learn so many ideas about something but you can't apply these ideas in real life. It is not important if you don't apply ideas in real life. But if you know facts you can apply them immediately when you hear ideas. But if you know only ideas you cant do anything in real life. For example an electronic engineer can know how television works. But he/she knows only the idea of how it works. I think this is not important. In real life people dont pay attention toideas. People pay attention to facts. Because facts are real and applicable. People want to see something. People dont want to hear only ideas. If they see facts then people pay attention toideas. And say ""Ooo it is a good idea,congratulations"". It is a waste of time learning ideas. If you learn facts you also learn ideas about the background of this fact. If we learn only ideas we must spend time learning facts about this idea. But we learn facts directly we also learnideas. So we dont waste time.",Facts are general.,0
475475.txt,Young people nowadays do not give enough time to helping their communities.,I strongly disagree with the statement that young people nowadays do not give enough time to helping their communities.,"In my school days, we gave enough time to help my colleagues in Japan.",0
1349535.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"It is a common opinion, that successful people have to try new things and take risks rather than only doing what they already know how to do well. When I think of a successful discovery, the first thing that comes to my mind is the discovery of America. Christopher Columbus tried to find a new way to India. But instead of finding a cheaper and better connection to India, he discovered America by accident. He took the risk of failure, because many people believed, that there could just be one possible seaway. The thesis, that the earth is a plate and not a globe, supported their idea. Instead of taking the usual, common way, Christoph Columbus tried to risk something new and succeeded in the end. But at the same time, new experiences and ideas also turn into catastrophy. One example can be the invention of nuclear weapons.",Einstein did not intend to destroy the world with his discovery.,0
864651.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"As a matter of fact being successful requires doing things already known. It is well known that success is based on experience ,hard work, professionalism.",On the other hand taking some risks and new things in a small amount wont hurt.,0
1628652.txt,"In twenty years, there will be fewer cars in use than there are today.","Cars are the best means of transportation and they are the most popular thing around the world,and now a days the house without a car is nothing and that for its uncountable benefits,like shopping,travelling,etc. ,so so that i think that cars will still exist for hundreds of years. The world is getting civilized all the time and we are sure that there will be many inventions that will appear in the next twenty years but they will not be better than the care and they cant take the car's place as the best means of transportation around the world and for many reasons.","In our communities we have poor and rich people but both of them can have a car because you can find expensive and cheap cars as you need,and if there is anything that will replace the car,it will not be more suitable than the car for the people.",0
161841.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Nowadays students don't want to make too much effort learning topics. Despite that thought, I think that it is more important for students to understand ideas and concepts than simply learn facts. One of the reasons for students to clearly understand ideas and concepts is motivation. If students understand ideas and concepts they will get motivated. For example, in Anatomy class students should understand how the digestion process is done. later on, they will be able to understand the importance of eating healthily. Even more they will encourage them to eat less bad foot and increase the healthy food. The students understand the concept of digestion and they can have the idea of eating healthily. Another reason for students to understand ideas and concepts is that it is easier to learn when people understand concepts.",I remember when my professor explained to me how the heart works.,0
1110971.txt,"In twenty years, there will be fewer cars in use than there are today.","For my part I disagree with the idea that there will be fewer cars in use than there are today. This goes back to a variety of reasons. Primarily cars today are indispensable to go to work for a lot of people. Secondly cars are more than that, their use is comfortable. What also matters a lot is the lack of an alternative. And there are no factors prospected, which could change the need for cars during the next twenty years. First of all cars are necessary for many people to reach their place of work. Both of my parents can only get to work by car since the ways are to individual and partly to wide to make use of public transportation. If you consider big cities, you can not always make use of public transportation. Especially in smaller cities, where public transportation may only exist in small or even does not exist at all, taking a bike is not possible either, you really need a car. Furthermore I can not see any reason, why this state of being should change during the next twenty years. There will be no doubt. Having a car to get from one place to another is - with few exceptions - the fastest and therefore the most comfortable way. Since people desire gaining all amenties possible thez supposedly will not give them up voluntarily. Everyone, who has the comfort of owing a car appreciates it. So I can see no reason in the future when this would be a chance, either. Lastly we lack an alternative. There is no more convenient way to travel and there are so many jobs in the car business. Decrease in consumption would help to kill a million jobs. Worldwide car producing industries hold so manymanz jobs. Their falling apart would be fatal. Furthermore the world inhabits a very strong lobby concerning the oil business, which will be interested in a further need and consumption of their oil. Here another job giving area exists that manz people depend on. I can not see that the influence politicians might have on that. Still a lot of cars are sold and, in my opinion will be sold.","The world population does decrease in the industrial states slightly, but it will not have the effect, that fewer cars will be in use in twenty years.",0
